am_sid,comname,kingdom,phylum,class,order,family,iucn_sid,am_sciname,sciname
w-msc-506909,trapezoid thracia,animalia,mollusca,bivalvia,pholadomyoida,thraciidae,NA,thracia trapezoides,thracia trapezoides
w-msc-507054,thin purse-oyster,animalia,mollusca,bivalvia,pterioida,isognomonidae,NA,isognomon janus,isognomon janus
w-msc-507052,purple purse-oyster,animalia,mollusca,bivalvia,pterioida,isognomonidae,NA,isognomon recognitus,isognomon recognitus
w-msc-464505,pacific wing-oyster,animalia,mollusca,bivalvia,pterioida,pteriidae,NA,pteria sterna,pteria sterna
w-msc-507128,gutless awningclam,animalia,mollusca,bivalvia,solemyoida,solemyidae,NA,solemya reidi,petrasma pervernicosa
w-msc-138818,boreal astarte,animalia,mollusca,bivalvia,veneroida,astartidae,NA,astarte borealis,astarte borealis
w-msc-138821,elliptical astarte,animalia,mollusca,bivalvia,veneroida,astartidae,NA,astarte elliptica,astarte elliptica
w-msc-423165,wavy-line astarte,animalia,mollusca,bivalvia,veneroida,astartidae,NA,astarte esquimalti,astarte esquimalti
w-msc-138823,narrow-hinge astarte,animalia,mollusca,bivalvia,veneroida,astartidae,NA,astarte montagui,astarte montagui
slb-70116,low-rib cockle,animalia,mollusca,bivalvia,veneroida,cardiidae,NA,clinocardium blandum,keenocardium blandum
slb-70117,aleutian cockle,animalia,mollusca,bivalvia,veneroida,cardiidae,NA,clinocardium californiense,keenocardium californiense
slb-70118,hairy cockle,animalia,mollusca,bivalvia,veneroida,cardiidae,NA,clinocardium ciliatum,ciliatocardium ciliatum
w-msc-381980,nuttall cockle,animalia,mollusca,bivalvia,veneroida,cardiidae,NA,clinocardium nuttallii,clinocardium nuttallii
slb-70129,hundred-line cockle,animalia,mollusca,bivalvia,veneroida,cardiidae,NA,nemocardium centifilosum,keenaea centifilosa
w-msc-254463,thick cyclocardia,animalia,mollusca,bivalvia,veneroida,carditidae,NA,cyclocardia crassidens,crassicardia crassidens
w-msc-246815,many-rib cyclocardia,animalia,mollusca,bivalvia,veneroida,carditidae,NA,cyclocardia crebricostata,crassicardia crebricostata
w-msc-504908,carpenter carditid,animalia,mollusca,bivalvia,veneroida,carditidae,NA,glans carpenteri,glans carpenteri
slb-70176,,animalia,mollusca,bivalvia,veneroida,carditidae,NA,glans subquadrata,glans carpenteri
w-msc-140161,suborbicular kellyclam,animalia,mollusca,bivalvia,veneroida,lasaeidae,NA,kellia suborbicularis,kellia suborbicularis
slb-70306,,animalia,mollusca,bivalvia,veneroida,lasaeidae,NA,mysella tumida,kurtiella tumida
slb-70327,robust mysella,animalia,mollusca,bivalvia,veneroida,lasaeidae,NA,rochefortia tumida,kurtiella tumida
w-msc-464250,fine-line lucine,animalia,mollusca,bivalvia,veneroida,lucinidae,NA,parvilucina tenuisculpta,parvilucina tenuisculpta
w-msc-156863,arctic surfclam,animalia,mollusca,bivalvia,veneroida,mactridae,NA,mactromeris polynyma,mactromeris polynyma
w-msc-505765,hooked surfclam,animalia,mollusca,bivalvia,veneroida,mactridae,NA,simomactra falcata,simomactra falcata
w-msc-367776,fat gaper,animalia,mollusca,bivalvia,veneroida,mactridae,NA,tresus capax,tresus capax
w-msc-505780,pacific gaper,animalia,mollusca,bivalvia,veneroida,mactridae,NA,tresus nuttallii,tresus nuttallii
w-msc-507469,hearty petricola,animalia,mollusca,bivalvia,veneroida,petricolidae,NA,petricola carditoides,petricola carditoides
slb-70469,american piddock,animalia,mollusca,bivalvia,veneroida,petricolidae,NA,petricola pholadiformis,petricolaria pholadiformis
w-msc-140734,minor jackknife,animalia,mollusca,bivalvia,veneroida,pharidae,NA,ensis minor,ensis minor
w-msc-536684,pacific razor,animalia,mollusca,bivalvia,veneroida,pharidae,NA,siliqua patula,siliqua patula
w-msc-507139,california sunsetclam,animalia,mollusca,bivalvia,veneroida,psammobiidae,NA,gari californica,gari californica
w-msc-507316,rose-painted semele,animalia,mollusca,bivalvia,veneroida,semelidae,NA,semele rubropicta,semele rubropicta
w-msc-413523,sickle jackknife,animalia,mollusca,bivalvia,veneroida,solenidae,NA,solen sicarius,solen sicarius
slb-70618,baltic macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma balthica,limecola balthica
w-msc-254466,heavy macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma brota,macoma brota
w-msc-420876,charlotte macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma carlottensis,macoma carlottensis
w-msc-582757,beveled macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma elimata,macoma elimata
slb-70629,expanded macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma expansa,rexithaerus expansa
w-msc-582759,pointed macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma inquinata,macoma inquinata
w-msc-156797,aleutian macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma lama,macoma lama
w-msc-582760,sleek macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma lipara,macoma lipara
w-msc-156225,inflated macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma loveni,macoma loveni
w-msc-156226,flat macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma moesta,macoma moesta
w-msc-582761,bent-nose macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma nasuta,macoma nasuta
w-msc-423498,oval macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma obliqua,macoma obliqua
slb-70649,white-sand macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma secta,rexithaerus secta
slb-70654,yoldia macoma,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,macoma yoldiformis,macoploma yoldiformis
slb-70675,bodega tellin,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,tellina bodegensis,megangulus bodegensis
slb-70677,carpenter tellin,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,tellina carpenteri,ameritella carpenteri
w-msc-582784,salmon tellin,animalia,mollusca,bivalvia,veneroida,tellinidae,NA,tellina nuculoides,tellina nuculoides
w-msc-246819,lenticular axinopsid,animalia,mollusca,bivalvia,veneroida,thyasiridae,NA,axinopsida serricata,axinopsida serricata
w-msc-420805,giant cleftclam,animalia,mollusca,bivalvia,veneroida,thyasiridae,NA,conchocele bisecta,conchocele bisecta
w-msc-141662,flexuose cleftclam,animalia,mollusca,bivalvia,veneroida,thyasiridae,NA,thyasira flexuosa,thyasira flexuosa
slb-70766,,animalia,mollusca,bivalvia,veneroida,thyasiridae,NA,thyasira gouldii,thyasira gouldii
w-msc-156674,atlantic cleftclam,animalia,mollusca,bivalvia,veneroida,thyasiridae,NA,thyasira trisinuata,thyasira trisinuata
w-msc-141875,minute turton,animalia,mollusca,bivalvia,veneroida,turtoniidae,NA,turtonia minuta,turtonia minuta
w-msc-507527,milky venus,animalia,mollusca,bivalvia,veneroida,veneridae,NA,compsomyax subdiaphana,compsomyax subdiaphana
w-msc-507686,kennerley venus,animalia,mollusca,bivalvia,veneroida,veneridae,NA,humilaria kennerleyi,humilaria kennerleyi
w-msc-507786,lord dwarf-venus,animalia,mollusca,bivalvia,veneroida,veneridae,NA,nutricola lordi,nutricola lordi
w-msc-507789,purple dwarf-venus,animalia,mollusca,bivalvia,veneroida,veneridae,NA,nutricola tantilla,nutricola tantilla
w-msc-546014,washington butterclam,animalia,mollusca,bivalvia,veneroida,veneridae,NA,saxidomus gigantea,saxidomus gigantea
w-msc-341781,gelatinous giant octopod,animalia,mollusca,cephalopoda,octopoda,alloposidae,163207,haliphron atlanticus,haliphron atlanticus
w-msc-138803,greater argonaut,animalia,mollusca,cephalopoda,octopoda,argonautidae,163080,argonauta argo,argonauta argo
w-msc-138849,diaphanous pelagic octopod,animalia,mollusca,cephalopoda,octopoda,bolitaenidae,162986,japetella diaphana,japetella diaphana
slb-70995,,animalia,mollusca,cephalopoda,octopoda,octopodidae,NA,benthoctopus hokkaidensis,muusoctopus hokkaidensis
slb-70997,smoothskin octopus,animalia,mollusca,cephalopoda,octopoda,octopodidae,163385,benthoctopus leioderma,muusoctopus leioderma
w-msc-342305,north pacific giant octopus,animalia,mollusca,cephalopoda,octopoda,octopodidae,162958,enteroctopus dofleini,enteroctopus dofleini
w-msc-341951,california two-spot octopus,animalia,mollusca,cephalopoda,octopoda,octopodidae,163147,octopus bimaculatus,octopus bimaculatus
w-msc-342023,east pacific red octopus,animalia,mollusca,cephalopoda,octopoda,octopodidae,163145,octopus rubescens,octopus rubescens
w-msc-140610,football octopod,animalia,mollusca,cephalopoda,octopoda,ocythoidae,163075,ocythoe tuberculata,ocythoe tuberculata
w-msc-342092,flapjack octopus,animalia,mollusca,cephalopoda,octopoda,opisthoteuthidae,163065,opisthoteuthis californiana,opisthoteuthis californiana
w-msc-141962,glass octopod,animalia,mollusca,cephalopoda,octopoda,vitreledonellidae,162988,vitreledonella richardi,vitreledonella richardi
w-msc-346432,north pacific bobtail,animalia,mollusca,cephalopoda,sepiolida,sepiolidae,190951,rossia pacifica,rossia pacifica
w-msc-138852,common arm squid,animalia,mollusca,cephalopoda,teuthida,brachioteuthidae,163095,brachioteuthis riisei,brachioteuthis riisei
slb-71422,verany's long-armed squid,animalia,mollusca,cephalopoda,teuthida,chiroteuthidae,176066,chiroteuthis veranyi,chiroteuthis veranii
w-msc-342249,dana's chiroteuthid squid,animalia,mollusca,cephalopoda,teuthida,chiroteuthidae,163257,planctoteuthis danae,planctoteuthis danae
w-msc-181377,sicilian comb-finned squid,animalia,mollusca,cephalopoda,teuthida,chtenopterygidae,162910,chtenopteryx sicula,chtenopteryx sicula
w-msc-139422,lyre cranch squid,animalia,mollusca,cephalopoda,teuthida,cranchiidae,163338,bathothauma lyromma,bathothauma lyromma
w-msc-181386,rough cranch squid,animalia,mollusca,cephalopoda,teuthida,cranchiidae,162941,cranchia scabra,cranchia scabra
w-msc-342293,unarmed cranch squid,animalia,mollusca,cephalopoda,teuthida,cranchiidae,162909,egea inermis,egea inermis
w-msc-139424,pfeffer's cranch squid,animalia,mollusca,cephalopoda,teuthida,cranchiidae,162906,helicocranchia pfefferi,helicocranchia pfefferi
w-msc-342354,bigeye cranch squid,animalia,mollusca,cephalopoda,teuthida,cranchiidae,162948,liguriella podophthalma,liguriella podophthalma
slb-71452,reinhardt's cranch squid,animalia,mollusca,cephalopoda,teuthida,cranchiidae,163218,liocranchia reinhardti,liocranchia reinhardtii
w-msc-225818,oceanic cranch squid,animalia,mollusca,cephalopoda,teuthida,cranchiidae,162972,megalocranchia oceanica,megalocranchia oceanica
w-msc-342386,melancholy cranch squid,animalia,mollusca,cephalopoda,teuthida,cranchiidae,163067,sandalops melancholicus,sandalops melancholicus
w-msc-139428,peacock cranch squid,animalia,mollusca,cephalopoda,teuthida,cranchiidae,162942,taonius pavo,taonius pavo
w-msc-196595,crenellate disc-fin squid,animalia,mollusca,cephalopoda,teuthida,cycloteuthidae,163179,discoteuthis laciniosa,discoteuthis laciniosa
slb-71490,,animalia,mollusca,cephalopoda,teuthida,enoploteuthidae,163094,abraliopsis felis,abraliopsis felis
slb-71492,hoyle's enope squid,animalia,mollusca,cephalopoda,teuthida,enoploteuthidae,163063,abraliopsis hoylei,abraliopsis hoylei
w-msc-342285,smallfin gonate squid,animalia,mollusca,cephalopoda,teuthida,gonatidae,163247,berryteuthis anonychus,berryteuthis anonychus
w-msc-342286,schoolmaster gonate squid,animalia,mollusca,cephalopoda,teuthida,gonatidae,176070,berryteuthis magister,berryteuthis magister
w-msc-341859,clawed armhook squid,animalia,mollusca,cephalopoda,teuthida,gonatidae,162950,gonatus onyx,gonatus onyx
w-msc-140115,pearly jewel squid,animalia,mollusca,cephalopoda,teuthida,histioteuthidae,162945,histioteuthis meleagroteuthis,histioteuthis meleagroteuthis
w-msc-879785,joubin's squid,animalia,mollusca,cephalopoda,teuthida,joubiniteuthidae,162961,joubiniteuthis portieri,joubiniteuthis portieri
w-msc-157029,agassizi’s whiplash squid,animalia,mollusca,cephalopoda,teuthida,mastigoteuthidae,163270,mastigoteuthis agassizii,mastigoteuthis agassizii
w-msc-342060,large-fin octopus squid,animalia,mollusca,cephalopoda,teuthida,octopoteuthidae,163086,octopoteuthis megaptera,octopoteuthis megaptera
w-msc-181379,rüppell’s octopus squid,animalia,mollusca,cephalopoda,teuthida,octopoteuthidae,163347,octopoteuthis sicula,octopoteuthis sicula
w-msc-140609,dana octopus squid,animalia,mollusca,cephalopoda,teuthida,octopoteuthidae,163267,taningia danae,taningia danae
w-msc-342291,jumbo flying squid,animalia,mollusca,cephalopoda,teuthida,ommastrephidae,162959,dosidicus gigas,dosidicus gigas
w-msc-342337,glassy flying squid,animalia,mollusca,cephalopoda,teuthida,ommastrephidae,163294,hyaloteuthis pelagica,hyaloteuthis pelagica
w-msc-181382,neon flying squid,animalia,mollusca,cephalopoda,teuthida,ommastrephidae,163163,ommastrephes bartramii,ommastrephes bartramii
w-msc-342067,japanese flying squid,animalia,mollusca,cephalopoda,teuthida,ommastrephidae,176085,todarodes pacificus,todarodes pacificus
slb-71658,robust clubhook squid,animalia,mollusca,cephalopoda,teuthida,onychoteuthidae,NA,moroteuthis robusta,onykia robusta
w-msc-140649,hooked squid,animalia,mollusca,cephalopoda,teuthida,onychoteuthidae,163375,onychoteuthis banksii,onychoteuthis banksii
w-msc-342104,jewel fire squid,animalia,mollusca,cephalopoda,teuthida,pyroteuthidae,163357,pterygioteuthis gemmata,pterygioteuthis gemmata
w-msc-342242,,animalia,mollusca,cephalopoda,teuthida,pyroteuthidae,163089,pyroteuthis addolux,pyroteuthis addolux
w-msc-157031,jewel enope squid,animalia,mollusca,cephalopoda,teuthida,pyroteuthidae,163353,pyroteuthis margaritifera,pyroteuthis margaritifera
w-amp-102570,,animalia,arthropoda,malacostraca,amphipoda,lysianassidae,NA,hippomedon denticulatus,hippomedon denticulatus
w-msc-141887,vampire squid,animalia,mollusca,cephalopoda,vampyromorphida,vampyroteuthidae,NA,vampyroteuthis infernalis,vampyroteuthis infernalis
w-msc-240765,california seahare,animalia,mollusca,gastropoda,anaspidea,aplysiidae,NA,aplysia californica,aplysia californica
w-msc-534197,purple-ringed topsnail,animalia,mollusca,gastropoda,archaeogastropoda,calliostomatidae,NA,calliostoma annulatum,calliostoma annulatum
w-msc-580412,blue topsnail,animalia,mollusca,gastropoda,archaeogastropoda,calliostomatidae,NA,calliostoma ligatum,calliostoma ligatum
slb-71784,silvery topsnail,animalia,mollusca,gastropoda,archaeogastropoda,calliostomatidae,NA,calliostoma platinum,akoya platinum
w-msc-367955,keyhole limpet,animalia,mollusca,gastropoda,patellogastropoda,fissurellidae,NA,diodora aspera,diodora aspera
w-msc-405014,pinto abalone,animalia,mollusca,gastropoda,patellogastropoda,haliotidae,61743,haliotis kamtschatkana,haliotis kamtschatkana
w-msc-141821,spiral margarite,animalia,mollusca,gastropoda,archaeogastropoda,trochidae,NA,margarites helicinus,margarites helicinus
w-msc-528731,little margarite,animalia,mollusca,gastropoda,archaeogastropoda,trochidae,NA,margarites pupillus,margarites pupillus
w-msc-141840,obscure solarelle,animalia,mollusca,gastropoda,archaeogastropoda,trochidae,NA,solariella obscura,solariella obscura
w-msc-534185,lovely solarelle,animalia,mollusca,gastropoda,archaeogastropoda,trochidae,NA,solariella peramabilis,minolia peramabilis
w-msc-141846,varicose solarelle,animalia,mollusca,gastropoda,archaeogastropoda,trochidae,NA,solariella varicosa,solariella varicosa
w-msc-534187,brown turban snail,animalia,mollusca,gastropoda,archaeogastropoda,trochidae,NA,tegula brunnea,tegula brunnea
w-msc-534190,black turban snail,animalia,mollusca,gastropoda,archaeogastropoda,trochidae,NA,tegula funebralis,tegula funebralis
w-msc-534194,dusky tegula,animalia,mollusca,gastropoda,archaeogastropoda,trochidae,NA,tegula pulligo,tegula pulligo
slb-72364,red turban,animalia,mollusca,gastropoda,patellogastropoda,turbinidae,NA,lithopoma gibberosa,pomaulax gibberosus
w-msc-581396,pillow barrel-bubble,animalia,mollusca,gastropoda,cephalaspidea,cylichnidae,NA,acteocina culcitella,acteocina culcitella
w-msc-581401,,animalia,mollusca,gastropoda,cephalaspidea,cylichnidae,NA,cylichna attonsa,cylichna attonsa
slb-72714,concealed chalice-bubble,animalia,mollusca,gastropoda,cephalaspidea,cylichnidae,NA,cylichna occulta,cylichnoides occultus
w-msc-509649,california diaphana,animalia,mollusca,gastropoda,cephalaspidea,diaphanidae,NA,diaphana californica,diaphana californica
w-msc-139557,arctic paperbubble,animalia,mollusca,gastropoda,cephalaspidea,diaphanidae,NA,diaphana minuta,diaphana minuta
w-msc-511956,pacific stomach wing,animalia,mollusca,gastropoda,cephalaspidea,gastropteridae,NA,gastropteron pacificum,gastropteron pacificum
slb-72771,white philine,animalia,mollusca,gastropoda,cephalaspidea,philinidae,NA,philine alba,philinorbis albus
w-msc-531551,ear-shaped philine,animalia,mollusca,gastropoda,cephalaspidea,philinidae,NA,philine auriformis,philine auriformis
w-msc-581408,,animalia,mollusca,gastropoda,cephalaspidea,philinidae,NA,philine polystrigma,philine polystrigma
w-msc-141134,arctic barrel-bubble,animalia,mollusca,gastropoda,cephalaspidea,retusidae,NA,retusa obtusa,retusa obtusa
w-msc-575295,panamic spindle-bubble,animalia,mollusca,gastropoda,cephalaspidea,retusidae,NA,volvulella panamica,volvulella panamica
w-msc-139178,sea angel,animalia,mollusca,gastropoda,gymnosomata,clionidae,NA,clione limacina,clione limacina
w-msc-139185,sea cherub,animalia,mollusca,gastropoda,gymnosomata,cliopsidae,NA,cliopsis krohnii,cliopsis krohnii
w-msc-581391,spotted rictaxis,animalia,mollusca,gastropoda,heterostropha,acteonidae,NA,rictaxis punctocaelatus,rictaxis punctocaelatus
w-msc-160127,sinuous whelk,animalia,mollusca,gastropoda,neogastropoda,buccinidae,NA,buccinum plectrum,buccinum plectrum
slb-73565,polar whelk,animalia,mollusca,gastropoda,neogastropoda,buccinidae,NA,buccinum polaris,buccinum polare
w-msc-138875,ladder whelk,animalia,mollusca,gastropoda,neogastropoda,buccinidae,NA,buccinum scalariforme,buccinum scalariforme
w-msc-254477,lyre whelk,animalia,mollusca,gastropoda,neogastropoda,buccinidae,NA,neptunea lyrata,neptunea lyrata
w-msc-511703,carinate dovesnail,animalia,mollusca,gastropoda,neogastropoda,columbellidae,NA,alia carinata,alia carinata
w-msc-511364,variegate amphissa,animalia,mollusca,gastropoda,neogastropoda,columbellidae,NA,amphissa versicolor,amphissa versicolor
w-msc-160108,rosy northern dovesnail,animalia,mollusca,gastropoda,neogastropoda,columbellidae,NA,astyris rosacea,astyris rosacea
w-msc-139328,,animalia,mollusca,gastropoda,neogastropoda,conidae,NA,oenopota pyramidalis,oenopota pyramidalis
w-msc-146732,clathrate trophon,animalia,mollusca,gastropoda,neogastropoda,muricidae,NA,boreotrophon clathratus,boreotrophon clathratus
w-msc-240767,leafy hornmouth,animalia,mollusca,gastropoda,neogastropoda,muricidae,NA,ceratostoma foliatum,ceratostoma foliatum
w-msc-403751,sculptured rocksnail,animalia,mollusca,gastropoda,neogastropoda,muricidae,NA,ocinebrina interfossa,paciocinebrina interfossa
w-msc-403752,lurid rocksnail,animalia,mollusca,gastropoda,neogastropoda,muricidae,NA,ocinebrina lurida,paciocinebrina lurida
w-msc-399334,,animalia,mollusca,gastropoda,neogastropoda,muricidae,NA,scabrotrophon maltzani,scabrotrophon maltzani
w-msc-430414,,animalia,mollusca,gastropoda,neotaenioglossa,atlantidae,NA,atlanta californiensis,atlanta californiensis
w-msc-580654,pacific chinese-hat,animalia,mollusca,gastropoda,neotaenioglossa,calyptraeidae,NA,calyptraea fastigiata,calyptraea fastigiata
w-msc-572177,hooked slipper limpet,animalia,mollusca,gastropoda,neotaenioglossa,calyptraeidae,NA,crepidula adunca,crepidula adunca
slb-75514,slender bittium,animalia,mollusca,gastropoda,neotaenioglossa,cerithiidae,NA,bittium attenuatum,lirobittium attenuatum
w-msc-523885,,animalia,mollusca,gastropoda,neotaenioglossa,epitoniidae,NA,epitonium indianorum,epitonium indianorum
slb-75778,tinted wentletrap,animalia,mollusca,gastropoda,neotaenioglossa,epitoniidae,NA,nitidiscala tincta,epitonium tinctum
slb-75788,boreal wentletrap,animalia,mollusca,gastropoda,neotaenioglossa,epitoniidae,NA,opalia borealis,opalia wroblewskyi
w-msc-140170,northern lacuna,animalia,mollusca,gastropoda,neotaenioglossa,littorinidae,NA,lacuna vincta,lacuna vincta
w-msc-445651,eroded periwinkle,animalia,mollusca,gastropoda,neotaenioglossa,littorinidae,NA,littorina keenae,littorina keenae
w-msc-140525,arctic moonsnail,animalia,mollusca,gastropoda,neotaenioglossa,naticidae,NA,cryptonatica affinis,cryptonatica affinis
w-msc-140536,pale moonsnail,animalia,mollusca,gastropoda,neotaenioglossa,naticidae,NA,euspira pallida,euspira pallida
w-msc-476496,oregon triton,animalia,mollusca,gastropoda,neotaenioglossa,ranellidae,NA,fusitriton oregonensis,fusitriton oregonensis
w-msc-196391,eroded turretsnail,animalia,mollusca,gastropoda,neotaenioglossa,turritellidae,NA,tachyrhynchus erosus,tachyrhynchus erosus
w-msc-141902,oblique lamellaria,animalia,mollusca,gastropoda,neotaenioglossa,velutinidae,NA,velutina plicatilis,velutina plicatilis
w-msc-141905,smooth lamellaria,animalia,mollusca,gastropoda,neotaenioglossa,velutinidae,NA,velutina velutina,velutina velutina
w-msc-534375,agassiz's sidegill,animalia,mollusca,gastropoda,notaspidea,pleurobranchidae,NA,berthella agassizii,berthella agassizii
slb-77271,orange blob,animalia,mollusca,gastropoda,notaspidea,pleurobranchidae,NA,berthellina engeli,berthellina engeli
w-msc-367819,,animalia,mollusca,gastropoda,notaspidea,pleurobranchidae,NA,pleurobranchaea californica,pleurobranchaea californica
w-msc-581807,chan's dorid,animalia,mollusca,gastropoda,nudibranchia,actinocyclidae,NA,hallaxa chani,hallaxa chani
w-msc-138709,shag-rug aeolis,animalia,mollusca,gastropoda,nudibranchia,aeolidiidae,NA,aeolidia papillosa,aeolidia papillosa
slb-77318,monterey sea-lemon,animalia,mollusca,gastropoda,nudibranchia,archidorididae,NA,archidoris montereyensis,doris montereyensis
w-msc-562476,yellow-edge cadlina,animalia,mollusca,gastropoda,nudibranchia,chromodorididae,NA,cadlina luteomarginata,cadlina luteomarginata
w-msc-430397,dark-spot cadlina,animalia,mollusca,gastropoda,nudibranchia,chromodorididae,NA,cadlina sparsa,cadlina sparsa
w-msc-139407,obscure corambe,animalia,mollusca,gastropoda,nudibranchia,corambidae,NA,corambe obscura,corambe obscura
w-msc-139523,frond-aeolis,animalia,mollusca,gastropoda,nudibranchia,dendronotidae,NA,dendronotus frondosus,dendronotus frondosus
w-msc-548245,giant frond-aeolis,animalia,mollusca,gastropoda,nudibranchia,dendronotidae,NA,dendronotus iris,dendronotus iris
w-msc-581837,white-line dirona,animalia,mollusca,gastropoda,nudibranchia,dironidae,NA,dirona albolineata,dirona albolineata
slb-77423,pacific sea-lemon,animalia,mollusca,gastropoda,nudibranchia,discodorididae,NA,anisodoris nobilis,peltodoris nobilis
w-msc-536817,ringed doris,animalia,mollusca,gastropoda,nudibranchia,discodorididae,NA,diaulula sandiegensis,diaulula sandiegensis
slb-77446,greeley's dorid,animalia,mollusca,gastropoda,nudibranchia,discodorididae,NA,peltodoris greeleyi,diaulula greeleyi
w-msc-581835,dark doto,animalia,mollusca,gastropoda,nudibranchia,dotoidae,NA,doto kya,doto kya
w-msc-156712,green balloon aeolis,animalia,mollusca,gastropoda,nudibranchia,eubranchidae,NA,eubranchus olivaceus,eubranchus olivaceus
w-msc-367883,hermissenda,animalia,mollusca,gastropoda,nudibranchia,facelinidae,NA,hermissenda crassicornis,hermissenda crassicornis
w-msc-578323,pugnaceous aeolis,animalia,mollusca,gastropoda,nudibranchia,facelinidae,NA,phidiana hiltoni,phidiana hiltoni
slb-77544,spanish shawl,animalia,mollusca,gastropoda,nudibranchia,flabellinidae,NA,flabellina iodinea,flabellinopsis iodinea
slb-77549,salmon aeolis,animalia,mollusca,gastropoda,nudibranchia,flabellinidae,NA,flabellina salmonacea,ziminella salmonacea
slb-77553,red-finger aeolis,animalia,mollusca,gastropoda,nudibranchia,flabellinidae,NA,flabellina verrucosa,coryphella verrucosa
slb-77572,flat okenia,animalia,mollusca,gastropoda,nudibranchia,goniodorididae,NA,okenia plana,okenia plana
w-msc-140627,hairy spiny doris,animalia,mollusca,gastropoda,nudibranchia,onchidorididae,NA,acanthodoris pilosa,acanthodoris pilosa
w-msc-140629,yellow false doris,animalia,mollusca,gastropoda,nudibranchia,onchidorididae,NA,adalaria proxima,adalaria proxima
w-msc-150457,barnacle-eating onchidoris,animalia,mollusca,gastropoda,nudibranchia,onchidorididae,NA,onchidoris bilamellata,onchidoris bilamellata
w-msc-140640,fuzzy onchidoris,animalia,mollusca,gastropoda,nudibranchia,onchidorididae,NA,onchidoris muricata,onchidoris muricata
slb-77654,,animalia,mollusca,gastropoda,nudibranchia,phylliroidae,NA,phylliroe atlantica,phylliroe lichtensteinii
w-msc-140835,hedgpeth's dorid,animalia,mollusca,gastropoda,nudibranchia,polyceratidae,NA,polycera hedgpethi,polycera hedgpethi
w-msc-531258,sea-clown triopha,animalia,mollusca,gastropoda,nudibranchia,polyceratidae,NA,triopha catalinae,triopha catalinae
slb-77707,white-crust cuthona,animalia,mollusca,gastropoda,nudibranchia,tergipedidae,NA,cuthona albocrusta,trinchesia albocrusta
w-msc-141630,lake meritt cuthona,animalia,mollusca,gastropoda,nudibranchia,tergipedidae,NA,cuthona perca,cuthona perca
slb-77731,viridis aeolid,animalia,mollusca,gastropoda,nudibranchia,tergipedidae,NA,cuthona viridis,diaphoreolis viridis
slb-77751,giant orange tochui,animalia,mollusca,gastropoda,nudibranchia,tritoniidae,NA,tochuina tetraquetra,tritonia tetraquetra
w-msc-456582,dunce cap limpet,animalia,mollusca,gastropoda,patellogastropoda,acmaeidae,NA,acmaea mitra,acmaea mitra
slb-77800,,animalia,mollusca,gastropoda,patellogastropoda,acmaeidae,NA,notoacmea persona,notoacmea persona
w-msc-140187,northern blind limpet,animalia,mollusca,gastropoda,patellogastropoda,lepetidae,NA,lepeta caeca,lepeta caeca
slb-77826,,animalia,mollusca,gastropoda,patellogastropoda,lottiidae,NA,collisella digitalis,lottia digitalis
w-msc-456584,kelp limpet,animalia,mollusca,gastropoda,patellogastropoda,lottiidae,NA,discurria insessa,discurria insessa
w-msc-456588,ribbed limpet,animalia,mollusca,gastropoda,patellogastropoda,lottiidae,NA,lottia digitalis,lottia digitalis
w-msc-456602,shield limpet,animalia,mollusca,gastropoda,patellogastropoda,lottiidae,NA,lottia pelta,lottia pelta
w-msc-420571,horned sapsucker,animalia,mollusca,gastropoda,sacoglossa,elysiidae,NA,elysia cornigera,elysia cornigera
w-amp-101864,,animalia,arthropoda,malacostraca,amphipoda,phtisicidae,NA,phtisica marina,phtisica marina
w-msc-139030,three-tooth cavoline,animalia,mollusca,gastropoda,thecosomata,cavoliniidae,NA,cavolinia tridentata,cavolinia tridentata
w-msc-139033,pyramid clio,animalia,mollusca,gastropoda,thecosomata,cavoliniidae,NA,clio pyramidata,clio pyramidata
w-msc-160204,wavy clio,animalia,mollusca,gastropoda,thecosomata,cavoliniidae,NA,clio recurva,clio recurva
w-msc-139034,straight needle-pteropod,animalia,mollusca,gastropoda,thecosomata,cavoliniidae,NA,creseis acicula,creseis acicula
w-msc-139045,three-spine cavoline,animalia,mollusca,gastropoda,thecosomata,cavoliniidae,NA,diacria trispinosa,diacria trispinosa
w-msc-140223,helicid pteropod,animalia,mollusca,gastropoda,thecosomata,limacinidae,NA,limacina helicina,limacina helicina
