am_sid,comname,kingdom,phylum,class,order,family,iucn_sid,am_sciname,sciname
its-mam-180512,hubb's beaked whale,animalia,chordata,mammalia,cetacea,ziphiidae,13243,mesoplodon carlhubbsi,mesoplodon carlhubbsi
its-mam-180517,blainville's beaked whale,animalia,chordata,mammalia,cetacea,ziphiidae,13244,mesoplodon densirostris,mesoplodon densirostris
its-mam-180510,ginkgo-toothed beaked whale,animalia,chordata,mammalia,cetacea,ziphiidae,13246,mesoplodon ginkgodens,mesoplodon ginkgodens
its-mam-180514,stejneger's beaked whale,animalia,chordata,mammalia,cetacea,ziphiidae,13252,mesoplodon stejnegeri,mesoplodon stejnegeri
its-mam-180498,cuvier's beaked whale,animalia,chordata,mammalia,cetacea,ziphiidae,23211,ziphius cavirostris,ziphius cavirostris
w-amp-158020,,animalia,arthropoda,malacostraca,amphipoda,ampeliscidae,NA,ampelisca abdita,ampelisca abdita
w-amp-158021,,animalia,arthropoda,malacostraca,amphipoda,ampeliscidae,NA,ampelisca agassizi,ampelisca agassizi
w-amp-421434,,animalia,arthropoda,malacostraca,amphipoda,ampeliscidae,NA,ampelisca brevisimulata,ampelisca brevisimulata
w-amp-421436,,animalia,arthropoda,malacostraca,amphipoda,ampeliscidae,NA,ampelisca cristata,ampelisca cristata
w-amp-421438,,animalia,arthropoda,malacostraca,amphipoda,ampeliscidae,NA,ampelisca lobata,ampelisca lobata
rep-3437,leatherback turtle,animalia,chordata,reptilia,testudines,dermochelyidae,6494,dermochelys coriacea,dermochelys coriacea
slb-55807,,animalia,chordata,thaliacea,doliolida,doliolidae,NA,dolioletta gegenbaueri,dolioletta gegenbauri
w-tha-137250,,animalia,chordata,thaliacea,pyrosomatida,pyrosomatidae,NA,pyrosoma atlanticum,pyrosoma atlanticum
w-tha-137266,,animalia,chordata,thaliacea,salpida,salpidae,NA,pegea confoederata,pegea confoederata
w-tha-137272,,animalia,chordata,thaliacea,salpida,salpidae,NA,salpa fusiformis,salpa fusiformis
w-tha-137273,,animalia,chordata,thaliacea,salpida,salpidae,NA,salpa maxima,salpa maxima
w-tha-137279,salp,animalia,chordata,thaliacea,salpida,salpidae,NA,thalia democratica,thalia democratica
w-tha-137281,virgin salpa,animalia,chordata,thaliacea,salpida,salpidae,NA,thetys vagina,thetys vagina
w-hex-283441,leathery anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,urticina coriacea,urticina coriacea
w-amp-158022,,animalia,arthropoda,malacostraca,amphipoda,ampeliscidae,NA,ampelisca vadorum,ampelisca vadorum
w-hex-100832,mottled anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,urticina crassicornis,urticina crassicornis
w-hex-240753,sun anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,anthopleura sola,anthopleura sola
w-hex-283377,giant green anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,anthopleura xanthogrammica,anthopleura xanthogrammica
w-hex-283422,chevron-tentacle anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,cribrinopsis fernaldi,cribrinopsis fernaldi
w-hex-283435,brooding anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,epiactis prolifera,epiactis prolifera
slb-56831,spotted red anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,urticina lofotensis,urticina eques
w-hex-290758,,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,phymactis clematis,phymactis clematis
w-hex-290760,blister anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,phymactis papillosa,phymactis papillosa
w-amp-158026,,animalia,arthropoda,malacostraca,amphipoda,ampithoidae,NA,ampithoe longimana,ampithoe longimana
w-hex-100854,swimming anemone,animalia,cnidaria,anthozoa,actiniaria,actinostolidae,NA,stomphia coccinea,stomphia coccinea
w-hex-100872,orange anemone,animalia,cnidaria,anthozoa,actiniaria,diadumenidae,NA,diadumene cincta,diadumene cincta
w-amp-102064,,animalia,arthropoda,malacostraca,amphipoda,argissidae,NA,argissa hamatipes,argissa hamatipes
w-hex-283704,gigantic anemone,animalia,cnidaria,anthozoa,actiniaria,metridiidae,NA,metridium farcimen,metridium farcimen
w-hex-100982,clonal plumose anemone,animalia,cnidaria,anthozoa,actiniaria,metridiidae,NA,metridium senile,metridium senile
slb-60873,,animalia,cnidaria,anthozoa,alcyonacea,nephtheidae,NA,eunephthya rubiformis,gersemia rubiformis
w-oct-156101,,animalia,cnidaria,anthozoa,alcyonacea,nephtheidae,NA,gersemia fruticosa,gersemia fruticosa
w-ant-103323,,animalia,cnidaria,anthozoa,antipatharia,schizopathidae,NA,bathypathes patula,bathypathes patula
w-cer-283820,tube-dwelling anemone,animalia,cnidaria,anthozoa,ceriantharia,cerianthidae,NA,pachycerianthus fimbriatus,pachycerianthus fimbriatus
w-crl-283836,strawberry corallimorpharian,animalia,cnidaria,anthozoa,corallimorpharia,corallimorphidae,NA,corynactis californica,corynactis californica
w-oct-289357,orange gorgonian,animalia,cnidaria,anthozoa,alcyonacea,gorgoniidae,NA,adelogorgia phyllosclera,adelogorgia phyllosclera
w-oct-125418,bubble gum coral,animalia,cnidaria,anthozoa,alcyonacea,paragorgiidae,NA,paragorgia arborea,paragorgia arborea
w-oct-287556,california golden gorgonian,animalia,cnidaria,anthozoa,alcyonacea,plexauridae,NA,muricea californica,muricea californica
w-oct-287562,brown gorgonian,animalia,cnidaria,anthozoa,alcyonacea,plexauridae,NA,muricea fruticosa,muricea fruticosa
w-oct-128506,tall sea pen,animalia,cnidaria,anthozoa,pennatulacea,funiculinidae,NA,funiculina quadrangularis,funiculina quadrangularis
w-oct-128512,,animalia,cnidaria,anthozoa,pennatulacea,kophobelemnidae,NA,kophobelemnon stelliferum,kophobelemnon stelliferum
w-oct-128517,phosphorescent sea pen,animalia,cnidaria,anthozoa,pennatulacea,pennatulidae,NA,pennatula phosphorea,pennatula phosphorea
w-oct-290947,orange sea pen,animalia,cnidaria,anthozoa,pennatulacea,pennatulidae,NA,ptilosarcus gurneyi,ptilosarcus gurneyi
w-oct-286695,slender sea pen,animalia,cnidaria,anthozoa,pennatulacea,virgulariidae,NA,stylatula elongata,stylatula elongata
w-amp-225814,,animalia,arthropoda,malacostraca,amphipoda,corophiidae,NA,monocorophium acherusicum,monocorophium acherusicum
w-amp-148592,,animalia,arthropoda,malacostraca,amphipoda,corophiidae,NA,monocorophium insidiosum,monocorophium insidiosum
w-scl-289532,,animalia,cnidaria,anthozoa,scleractinia,caryophylliidae,NA,bourneotrochus stellulatus,bourneotrochus stellulatus
slb-61925,,animalia,cnidaria,anthozoa,scleractinia,caryophylliidae,NA,caryophyllia atlantica,caryophyllia atlantica
slb-61939,,animalia,cnidaria,anthozoa,scleractinia,caryophylliidae,NA,caryophyllia diomedeae,caryophyllia diomedeae
w-scl-286780,colonial cup coral,animalia,cnidaria,anthozoa,scleractinia,caryophylliidae,NA,coenocyathus bowersi,coenocyathus bowersi
w-scl-135159,cockscomb cup coral,animalia,cnidaria,anthozoa,scleractinia,caryophylliidae,NA,desmophyllum dianthus,desmophyllum dianthus
slb-62066,spider hazards,animalia,cnidaria,anthozoa,scleractinia,caryophylliidae,NA,lophelia pertusa,desmophyllum pertusum
w-scl-286830,brown cup coral,animalia,cnidaria,anthozoa,scleractinia,caryophylliidae,NA,paracyathus stearnsii,paracyathus stearnsii
slb-62217,,animalia,cnidaria,anthozoa,scleractinia,dendrophylliidae,NA,balanophyllia elegans,balanophyllia elegans
w-scl-286983,,animalia,cnidaria,anthozoa,scleractinia,dendrophylliidae,NA,eguchipsammia fistula,eguchipsammia fistula
w-scl-135198,,animalia,cnidaria,anthozoa,scleractinia,flabellidae,NA,javania cailleti,javania cailleti
w-scl-287037,,animalia,cnidaria,anthozoa,scleractinia,flabellidae,NA,javania lamprotichum,javania lamprotichum
slb-62608,,animalia,cnidaria,anthozoa,scleractinia,fungiacyathidae,NA,fungiacyathus marenzelleri,fungiacyathus marenzelleri
w-scl-135209,madrepora coral,animalia,cnidaria,anthozoa,scleractinia,oculinidae,NA,madrepora oculata,madrepora oculata
w-zoa-283864,orange zoanthid,animalia,cnidaria,anthozoa,zoanthidea,epizoanthidae,NA,epizoanthus scotinus,epizoanthus scotinus
w-scy-135281,,animalia,cnidaria,scyphozoa,coronatae,atollidae,NA,atolla vanhoeffeni,atolla vanhoeffeni
w-scy-135282,wyville's crownjelly,animalia,cnidaria,scyphozoa,coronatae,atollidae,NA,atolla wyvillei,atolla wyvillei
w-scy-135294,merchant-cap,animalia,cnidaria,scyphozoa,coronatae,periphyllidae,NA,periphylla periphylla,periphylla periphylla
w-hyd-285860,california hydrocoral,animalia,cnidaria,hydrozoa,anthoathecata,stylasteridae,NA,stylaster californicus,stylaster californicus
w-hyd-285868,,animalia,cnidaria,hydrozoa,anthoathecata,stylasteridae,NA,stylaster complanatus,stylaster complanatus
w-hyd-117965,,animalia,cnidaria,hydrozoa,anthoathecata,stylasteridae,NA,stylaster gemmascens,stylaster gemmascens
slb-63453,many-ribbed jellyfish,animalia,cnidaria,hydrozoa,leptothecata,aequoreidae,NA,aequorea aequorea,aequorea forskalea
w-hyd-117320,,animalia,cnidaria,hydrozoa,anthoathecata,bougainvilliidae,NA,bimeria vestita,bimeria vestita
w-hyd-157917,,animalia,cnidaria,hydrozoa,anthoathecata,bougainvilliidae,NA,bougainvillia carolinensis,bougainvillia carolinensis
w-hyd-117328,huddle hydroid,animalia,cnidaria,hydrozoa,anthoathecata,bougainvilliidae,NA,bougainvillia muscus,bougainvillia muscus
w-hyd-117333,,animalia,cnidaria,hydrozoa,anthoathecata,bougainvilliidae,NA,bougainvillia superciliaris,bougainvillia superciliaris
w-hyd-284292,,animalia,cnidaria,hydrozoa,anthoathecata,bougainvilliidae,NA,bythotiara depressa,bythotiara depressa
w-hyd-284249,orange hydroid,animalia,cnidaria,hydrozoa,anthoathecata,bougainvilliidae,NA,garveia annulata,garveia annulata
w-hyd-117340,rope grass hyroid,animalia,cnidaria,hydrozoa,anthoathecata,bougainvilliidae,NA,garveia franciscana,calyptospadix cerulea
w-hyd-117348,,animalia,cnidaria,hydrozoa,anthoathecata,bougainvilliidae,NA,nemopsis bachei,nemopsis bachei
w-hyd-117402,creeping bell hydroid,animalia,cnidaria,hydrozoa,leptothecata,campanulinidae,NA,calycella syringa,calycella syringa
w-hyd-221205,,animalia,cnidaria,hydrozoa,anthoathecata,bythotiaridae,NA,calycopsis simulans,calycopsis simulans
w-hyd-117367,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,clytia gracilis,clytia gracilis
w-hyd-117368,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,clytia hemisphaerica,clytia hemisphaerica
w-hyd-284368,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,clytia kincaidi,clytia kincaidi
w-hyd-117370,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,clytia linearis,clytia linearis
w-hyd-117373,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,clytia paulensis,clytia paulensis
w-hyd-117382,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,laomedea flexuosa,laomedea flexuosa
w-hyd-117385,doubletoothed hydroid,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,obelia bidentata,obelia bidentata
w-hyd-117386,sea thread hydroid,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,obelia dichotoma,obelia dichotoma
w-hyd-117388,knotted thread hydroid,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,obelia geniculata,obelia geniculata
w-hyd-117389,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,obelia longissima,obelia longissima
w-hyd-117313,black sea jellyfish,animalia,cnidaria,hydrozoa,leptothecata,blackfordiidae,NA,blackfordia virginica,blackfordia virginica
slb-63775,,animalia,cnidaria,hydrozoa,leptothecata,incertae sedis (leptothecata),NA,cuspidella humilis,cuspidella humilis
w-hyd-117517,aggregating jelly,animalia,cnidaria,hydrozoa,leptothecata,campanulinidae,NA,eutonina indicans,eutonina indicans
w-hyd-117420,,animalia,cnidaria,hydrozoa,anthoathecata,candelabridae,NA,candelabrum phrygium,candelabrum phrygium
w-hyd-117425,,animalia,cnidaria,hydrozoa,anthoathecata,cladonematidae,NA,cladonema radiatum,cladonema radiatum
w-hyd-117428,freshwater hydroid,animalia,cnidaria,hydrozoa,anthoathecata,hydractiniidae,NA,cordylophora caspia,cordylophora caspia
w-hyd-117452,nodding hydroid,animalia,cnidaria,hydrozoa,anthoathecata,corymorphidae,NA,corymorpha nutans,corymorpha nutans
slb-63893,,animalia,cnidaria,hydrozoa,anthoathecata,corynidae,NA,dipurena ophiogaster,stauridiosarsia ophiogaster
w-hyd-151860,,animalia,cnidaria,hydrozoa,anthoathecata,corynidae,NA,coryne eximia,coryne eximia
w-hyd-117538,white stickhydroid,animalia,cnidaria,hydrozoa,anthoathecata,eudendriidae,NA,eudendrium album,eudendrium album
w-hyd-284646,,animalia,cnidaria,hydrozoa,anthoathecata,eudendriidae,NA,eudendrium attenuatum,eudendrium attenuatum
w-hyd-117544,slender stickhydroid,animalia,cnidaria,hydrozoa,anthoathecata,eudendriidae,NA,eudendrium capillare,eudendrium capillare
w-hyd-117545,red stickhydroid,animalia,cnidaria,hydrozoa,anthoathecata,eudendriidae,NA,eudendrium carneum,eudendrium carneum
w-hyd-284663,,animalia,cnidaria,hydrozoa,anthoathecata,eudendriidae,NA,eudendrium exiguum,eudendrium exiguum
slb-63972,,animalia,cnidaria,hydrozoa,anthoathecata,eudendriidae,NA,eudendrium eximium,eudendrium eximium
w-hyd-117554,,animalia,cnidaria,hydrozoa,anthoathecata,eudendriidae,NA,eudendrium rameum,eudendrium rameum
w-hyd-157947,thornbush hydroid,animalia,cnidaria,hydrozoa,leptothecata,haleciidae,NA,halecium beanii,halecium beanii
w-hyd-117588,delicate hydroid,animalia,cnidaria,hydrozoa,leptothecata,haleciidae,NA,halecium delicatulum,halecium delicatulum
w-hyd-284749,,animalia,cnidaria,hydrozoa,leptothecata,haleciidae,NA,halecium macrocephalum,halecium macrocephalum
w-hyd-117597,sea hedgehog hydroid,animalia,cnidaria,hydrozoa,leptothecata,haleciidae,NA,halecium muricatum,halecium muricatum
w-hyd-117598,,animalia,cnidaria,hydrozoa,leptothecata,haleciidae,NA,halecium nanum,halecium nanum
w-hyd-117606,,animalia,cnidaria,hydrozoa,leptothecata,haleciidae,NA,halecium tenellum,halecium tenellum
w-hyd-284982,,animalia,cnidaria,hydrozoa,leptothecata,lafoeidae,NA,scandia mutabilis,scandia mutabilis
w-hyd-117679,,animalia,cnidaria,hydrozoa,leptothecata,lafoeidae,NA,acryptolaria conferta,acryptolaria conferta
w-hyd-117690,,animalia,cnidaria,hydrozoa,leptothecata,lafoeidae,NA,filellum serpens,filellum serpens
w-hyd-117692,,animalia,cnidaria,hydrozoa,leptothecata,lafoeidae,NA,grammaria abietina,grammaria abietina
w-hyd-117702,robust tree hydroid,animalia,cnidaria,hydrozoa,leptothecata,lafoeidae,NA,lafoea dumosa,lafoea dumosa
w-hyd-117970,,animalia,cnidaria,hydrozoa,leptothecata,tiarannidae,NA,modeeria rotunda,modeeria rotunda
slb-64184,,animalia,cnidaria,hydrozoa,leptothecata,tiarannidae,NA,stegopoma plicatile,ptychogena crocea
w-hyd-117743,eight-strand jelly,animalia,cnidaria,hydrozoa,leptothecata,melicertidae,NA,melicertum octocostatum,melicertum octocostatum
w-hyd-289361,,animalia,cnidaria,hydrozoa,limnomedusae,olindiidae,NA,aglauropsis aeora,aglauropsis aeora
w-hyd-289899,curtained jelly,animalia,cnidaria,hydrozoa,limnomedusae,olindiidae,NA,eperetmus typus,eperetmus typus
w-hyd-117768,clinging jellyfish,animalia,cnidaria,hydrozoa,limnomedusae,olindiidae,NA,gonionemus vertens,gonionemus vertens
w-hyd-291321,,animalia,cnidaria,hydrozoa,limnomedusae,olindiidae,NA,gossea brachymera,gossea brachymera
w-hyd-117778,,animalia,cnidaria,hydrozoa,anthoathecata,pandeidae,NA,amphinema dinema,amphinema dinema
w-hyd-221202,hanging stomach jelly,animalia,cnidaria,hydrozoa,anthoathecata,pandeidae,NA,stomotoca atra,stomotoca atra
w-hyd-117802,feather hydroid,animalia,cnidaria,hydrozoa,anthoathecata,pennariidae,NA,pennaria disticha,pennaria disticha
w-hyd-284054,ostrichplume hydroid,animalia,cnidaria,hydrozoa,leptothecata,aglaopheniidae,NA,aglaophenia struthionides,aglaophenia struthionides
w-hyd-117628,sessile hydrozoans,animalia,cnidaria,hydrozoa,leptothecata,halopterididae,NA,antennella secundaria,antennella secundaria
w-hyd-117635,,animalia,cnidaria,hydrozoa,leptothecata,halopterididae,NA,monostaechas quadridens,monostaechas quadridens
w-hyd-285218,,animalia,cnidaria,hydrozoa,leptothecata,plumulariidae,NA,plumularia attenuata,plumularia attenuata
w-hyd-117820,,animalia,cnidaria,hydrozoa,leptothecata,plumulariidae,NA,plumularia filicula,plumularia filicula
w-hyd-117821,,animalia,cnidaria,hydrozoa,leptothecata,plumulariidae,NA,plumularia floridana,plumularia floridana
w-hyd-285265,,animalia,cnidaria,hydrozoa,leptothecata,plumulariidae,NA,plumularia margaretta,plumularia margaretta
w-hyd-285266,,animalia,cnidaria,hydrozoa,leptothecata,plumulariidae,NA,plumularia megalocephala,plumularia megalocephala
w-hyd-117824,little seabristle,animalia,cnidaria,hydrozoa,leptothecata,plumulariidae,NA,plumularia setacea,plumularia setacea
w-hyd-117870,sea fir,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,abietinaria abietina,abietinaria abietina
w-hyd-117873,,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,abietinaria pulchra,abietinaria pulchra
w-hyd-117887,,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,dynamena disticha,dynamena disticha
w-hyd-117906,great tooth hydroid,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,sertularella polyzonias,sertularella polyzonias
w-hyd-285553,,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,sertularella robusta,sertularella robusta
w-hyd-117909,,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,sertularella tenella,sertularella tenella
w-hyd-117925,,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,sertularia tenera,sertularia tenera
w-hyd-117929,,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,symplectoscyphus tricuspidatus,symplectoscyphus tricuspidatus
w-hyd-117932,sea spleenwort,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,thuiaria articulata,thuiaria articulata
slb-64873,,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,tridentata marginata,tridentata marginata
w-hyd-287481,,animalia,cnidaria,hydrozoa,leptothecata,syntheciidae,NA,hincksella cylindrica,hincksella cylindrica
w-hyd-174252,,animalia,cnidaria,hydrozoa,leptothecata,tiarannidae,NA,chromatonema rubrum,chromatonema rubrum
w-hyd-117458,,animalia,cnidaria,hydrozoa,anthoathecata,tubulariidae,NA,plotocnide borealis,plotocnide borealis
w-hyd-117994,tall tubularia,animalia,cnidaria,hydrozoa,anthoathecata,tubulariidae,NA,tubularia indivisa,tubularia indivisa
w-hyd-117998,,animalia,cnidaria,hydrozoa,anthoathecata,zancleidae,NA,zanclea costata,zanclea costata
w-hyd-196556,,animalia,cnidaria,hydrozoa,siphonophorae,abylidae,NA,abyla haeckeli,abyla haeckeli
w-hyd-135407,,animalia,cnidaria,hydrozoa,siphonophorae,abylidae,NA,enneagonum hyalinum,enneagonum hyalinum
